State,FIPS,County,pop,landAreakm2,waterAreakm2,totalAreakm2,lat,long,States_full
NE,31113,Logan,763,1478.003,1.204,1479.207,+41.542156°,–100.443665°,Nebraska
NE,31115,Loup,632,1471.864,7.275,1479.139,+41.897714°,–99.509764°,Nebraska
NE,31117,McPherson,539,2224.737,2.681,2227.4179999999997,+41.596473°,–101.060237°,Nebraska
NE,31119,Madison,34876,1483.396,7.014,1490.41,+41.909929°,–97.606856°,Nebraska
NE,31121,Merrick,7845,1255.836,24.907,1280.743,+41.169801°,–98.031051°,Nebraska
NE,31123,Morrill,5042,3687.724,15.599,3703.322,+41.732205°,–102.990599°,Nebraska
NE,31125,Nance,3735,1143.8239999999998,17.088,1160.912,+41.402386°,–97.991408°,Nebraska
NE,31127,Nemaha,7248,1055.115,5.755,1060.87,+40.387448°,–95.850954°,Nebraska
NE,31129,Nuckolls,4500,1489.645,1.718,1491.364,+40.176492°,–98.046842°,Nebraska
NE,31131,Otoe,15740,1594.476,8.775,1603.251,+40.637992°,–96.131027°,Nebraska
NE,31133,Pawnee,2773,1116.478,4.852,1121.33,+40.137850°,–96.245225°,Nebraska
NE,31135,Perkins,2970,2287.828,2.840,2290.6679999999997,+40.856065°,–101.636443°,Nebraska
NE,31137,Phelps,9188,1398.049,1.647,1399.695,+40.516365°,–99.406557°,Nebraska
NE,31139,Pierce,7266,1484.707,3.482,1488.1889999999999,+42.271413°,–97.610992°,Nebraska
NE,31141,Platte,32237,1745.806,27.272,1773.078,+41.576866°,–97.513467°,Nebraska
NE,31143,Polk,5406,1135.308,5.949,1141.257,+41.187925°,–97.570663°,Nebraska
NE,31145,Red Willow,11055,1856.984,2.643,1859.6270000000002,+40.169420°,–100.468576°,Nebraska
NE,31147,Richardson,8363,1429.259,7.078,1436.336,+40.123743°,–95.718603°,Nebraska
NE,31149,Rock,1526,2611.532,8.808,2620.34,+42.413325°,–99.458530°,Nebraska
NE,31151,Saline,14200,1486.6989999999998,5.935,1492.6329999999998,+40.516802°,–97.131755°,Nebraska
NE,31153,Sarpy,158840,618.982,22.100,641.082,+41.115064°,–96.109125°,Nebraska
NE,31155,Saunders,20780,1943.0970000000002,24.828,1967.924,+41.223152°,–96.640923°,Nebraska
NE,31157,Scotts Bluff,36970,1915.039,15.438,1930.477,+41.851589°,–103.705860°,Nebraska
NE,31159,Seward,16750,1479.99,11.548,1491.5379999999998,+40.871944°,–97.140383°,Nebraska
NE,31161,Sheridan,5469,6321.804,74.942,6396.745,+42.507074°,–102.389698°,Nebraska
NE,31163,Sherman,3152,1465.489,15.062,1480.5510000000002,+41.218743°,–98.972849°,Nebraska
NE,31165,Sioux,1311,5352.831999999999,1.873,5354.705,+42.483806°,–103.742605°,Nebraska
NE,31167,Stanton,6129,1108.382,7.909,1116.29,+41.904793°,–97.174724°,Nebraska
NE,31169,Thayer,5228,1486.1529999999998,3.025,1489.1789999999999,+40.173845°,–97.596263°,Nebraska
NE,31171,Thomas,647,1847.273,2.028,1849.3010000000002,+41.848620°,–100.506911°,Nebraska
NE,31173,Thurston,6940,1019.377,6.459,1025.836,+42.154061°,–96.533943°,Nebraska
NE,31175,Valley,4260,1471.237,6.243,1477.48,+41.564094°,–98.983484°,Nebraska
NE,31177,Washington,20234,1009.9860000000001,8.388,1018.3739999999999,+41.533979°,–96.224574°,Nebraska
NE,31179,Wayne,9595,1147.144,1.088,1148.232,+42.210746°,–97.126243°,Nebraska
NE,31181,Webster,3812,1489.0179999999998,0.337,1489.355,+40.180646°,–98.498590°,Nebraska
NE,31183,Wheeler,818,1489.715,1.059,1490.775,+41.937859°,–98.522289°,Nebraska
NE,31185,York,13665,1482.793,8.596,1491.389,+40.873056°,–97.596742°,Nebraska
NV,32001,Churchill,24877,12769.826000000001,242.422,13012.248,+39.525701°,–118.270419°,Nevada
NV,32003,Clark,1951269,20438.711,438.695,20877.406000000003,+36.214236°,–115.013819°,Nevada
NV,32005,Douglas,46997,1838.164,72.318,1910.4820000000002,+38.905129°,–119.609019°,Nevada
NV,32007,Elko,48818,44469.663,85.759,44555.422,+41.141133°,–115.351424°,Nevada
NV,32009,Esmeralda,783,9277.017,18.552,9295.569,+37.778966°,–117.632382°,Nevada
NV,32011,Eureka,1987,10814.971000000001,11.083,10826.053999999998,+39.977788°,–116.272208°,Nevada
NV,32013,Humboldt,16528,24969.444,44.197,25013.641,+41.407914°,–118.127592°,Nevada
NV,32015,Lander,5775,14219.306,76.103,14295.409,+39.900211°,–117.047240°,Nevada
NV,32017,Lincoln,5345,27539.866,9.803,27549.668999999998,+37.634605°,–114.863037°,Nevada
NV,32019,Lyon,51980,5183.049,59.603,5242.652,+39.022214°,–119.197417°,Nevada
NV,32021,Mineral,4772,9719.821,155.747,9875.568000000001,+38.516647°,–118.416279°,Nevada
NV,32023,Nye,43946,47090.96599999999,43.209,47134.175,+37.966379°,–116.459047°,Nevada
NV,32027,Pershing,6753,15634.627,79.934,15714.561000000002,+40.439639°,–118.409477°,Nevada
NV,32029,Storey,4010,680.961,1.872,682.8330000000001,+39.438385°,–119.524646°,Nevada
NV,32031,Washoe,421407,16323.052,621.198,16944.25,+40.703311°,–119.710315°,Nevada
NV,32033,White Pine,10030,22987.821,54.679,23042.499,+39.417804°,–114.900945°,Nevada
NV,32510,Carson City [9],55274,374.673,32.587,407.26,+39.153447°,–119.743442°,Nevada
NH,33001,Belknap,60088,1036.596,177.025,1213.621,+43.519109°,–71.425366°,New Hampshire
NH,33003,Carroll,47818,2411.437,158.956,2570.393,+43.867567°,–71.201665°,New Hampshire
NH,33005,Cheshire,77117,1830.2420000000002,58.115,1888.3570000000002,+42.925455°,–72.248217°,New Hampshire
NH,33007,Coos,33055,4648.213,90.778,4738.99,+44.652419°,–71.289383°,New Hampshire
NH,33009,Grafton,89118,4425.641,105.662,4531.303,+43.926488°,–71.842264°,New Hampshire
NH,33011,Hillsborough,400721,2269.189,41.637,2310.825,+42.911643°,–71.723101°,New Hampshire
NH,33013,Merrimack,146445,2419.35,57.836,2477.186,+43.299485°,–71.680130°,New Hampshire
NH,33015,Rockingham,295223,1799.317,260.008,2059.325,+42.989360°,–71.099437°,New Hampshire
NH,33017,Strafford,123143,955.6410000000001,38.919,994.559,+43.293177°,–71.035927°,New Hampshire
NH,33019,Sullivan,43742,1391.635,38.022,1429.658,+43.361188°,–72.222084°,New Hampshire
NJ,34001,Atlantic,274549,1439.2679999999998,300.755,1740.023,+39.469354°,–74.633758°,New Jersey
NJ,34003,Bergen,905116,603.49,35.385,638.875,+40.959090°,–74.074522°,New Jersey
NJ,34005,Burlington,448734,2068.303,55.069,2123.3720000000003,+39.875786°,–74.663006°,New Jersey
NJ,34007,Camden,513657,573.068,15.617,588.685,+39.802352°,–74.961251°,New Jersey
NJ,34009,Cape May,97265,651.187,955.684,1606.871,+39.086143°,–74.847716°,New Jersey
NJ,34011,Cumberland,156898,1252.7839999999999,502.246,1755.03,+39.328387°,–75.121644°,New Jersey
NJ,34013,Essex,783969,326.888,8.854,335.74199999999996,+40.787217°,–74.246136°,New Jersey
NJ,34015,Gloucester,288288,833.99,39.296,873.2860000000001,+39.721019°,–75.143708°,New Jersey
NJ,34017,Hudson,634266,119.634,41.756,161.39,+40.731384°,–74.078627°,New Jersey
NJ,34019,Hunterdon,128349,1108.046,24.911,1132.9569999999999,+40.565283°,–74.911970°,New Jersey
NJ,34021,Mercer,366513,581.601,11.218,592.819,+40.282503°,–74.703724°,New Jersey
NJ,34023,Middlesex,809858,800.0830000000001,36.034,836.118,+40.439593°,–74.407585°,New Jersey
NJ,34025,Monmouth,630380,1214.167,509.002,1723.1689999999999,+40.287056°,–74.152446°,New Jersey
NJ,34027,Morris,492276,1191.8519999999999,55.550,1247.403,+40.858581°,–74.547427°,New Jersey
NJ,34029,Ocean,576567,1628.535,742.342,2370.877,+39.865850°,–74.263027°,New Jersey
NJ,34031,Passaic,501226,478.093,32.407,510.5,+41.033763°,–74.300308°,New Jersey
NJ,34033,Salem,66083,859.6139999999999,104.713,964.327,+39.573828°,–75.357356°,New Jersey
NJ,34035,Somerset,323444,781.693,7.883,789.576,+40.565522°,–74.619930°,New Jersey
NJ,34037,Sussex,149265,1344.239,43.327,1387.567,+41.137424°,–74.691855°,New Jersey
NJ,34039,Union,536499,266.393,6.595,272.988,+40.659871°,–74.308696°,New Jersey
NJ,34041,Warren,108692,924.4119999999999,15.384,939.796,+40.853524°,–75.009542°,New Jersey
NM,35001,Bernalillo,662564,3006.531,16.471,3023.002,+35.054002°,–106.669065°,New Mexico
NM,35003,Catron,3725,17932.273999999998,14.194,17946.468,+33.901814°,–108.392097°,New Mexico
NM,35005,Chaves,65645,15708.989,25.507,15734.496000000001,+33.361605°,–104.469837°,New Mexico
NM,35006,Cibola,27213,11757.198999999999,5.830,11763.028999999999,+34.932050°,–108.000255°,New Mexico
NM,35007,Colfax,13750,9733.329,26.319,9759.648000000001,+36.612963°,–104.640126°,New Mexico
NM,35009,Curry,48376,3638.407,8.174,3646.5809999999997,+34.572984°,–103.346055°,New Mexico
NM,35011,De Baca,2022,6015.566999999999,29.160,6044.726,+34.351429°,–104.401527°,New Mexico
NM,35013,Dona Ana,209233,9861.409,17.790,9879.198,+32.350912°,–106.832182°,New Mexico
NM,35015,Eddy,53829,10815.079,56.453,10871.532,+32.457858°,–104.306471°,New Mexico
NM,35017,Grant,29514,10260.562,15.350,10275.911,+32.732087°,–108.381504°,New Mexico
NM,35019,Guadalupe,4687,7848.911999999999,2.888,7851.8,+34.869782°,–104.784968°,New Mexico
NM,35021,Harding,695,5504.869000000001,1.154,5506.023,+35.863152°,–103.829931°,New Mexico
NM,35023,Hidalgo,4894,8901.43,23.652,8925.082,+31.899658°,–108.745729°,New Mexico
NM,35025,Lea,64727,11372.46,8.469,11380.928999999998,+32.795687°,–103.413271°,New Mexico
NM,35027,Lincoln,20497,12512.468,0.564,12513.032,+33.740941°,–105.449083°,New Mexico
NM,35028,Los Alamos,17950,282.74,0.230,282.97,+35.870047°,–106.307968°,New Mexico
NM,35029,Luna,25095,7679.802,0.432,7680.234,+32.184482°,–107.746639°,New Mexico
NM,35031,McKinley,71492,14114.941,14.161,14129.101,+35.573732°,–108.255307°,New Mexico
NM,35033,Mora,4881,5001.977,6.079,5008.056,+35.982841°,–104.921898°,New Mexico
NM,35035,Otero,63797,17128.131999999998,37.019,17165.151,+32.588776°,–105.781079°,New Mexico
NM,35037,Quay,9041,7444.53,18.735,7463.265,+35.107018°,–103.548071°,New Mexico
NM,35039,Rio Arriba,40246,15179.497,91.460,15270.957,+36.509669°,–106.693983°,New Mexico
NM,35041,Roosevelt,19846,6338.816999999999,18.704,6357.521,+34.021457°,–103.482725°,New Mexico
NM,35043,Sandoval,131561,9610.54,13.708,9624.248,+35.685073°,–106.882618°,New Mexico
NM,35045,San Juan,130044,14278.776000000002,65.674,14344.45,+36.511625°,–108.324578°,New Mexico
NM,35047,San Miguel,29393,12213.919,51.380,12265.298999999999,+35.476876°,–104.803515°,New Mexico
NM,35049,Santa Fe,144170,4945.359,3.775,4949.134,+35.513722°,–105.966441°,New Mexico
NM,35051,Sierra,11988,10823.447,148.324,10971.771,+33.119479°,–107.188161°,New Mexico
NM,35053,Socorro,17866,17214.818,5.360,17220.178,+33.991614°,–106.939003°,New Mexico
NM,35055,Taos,32937,5706.03,3.386,5709.415,+36.576529°,–105.637987°,New Mexico
NM,35057,Torrance,16383,8663.109,2.301,8665.41,+34.634644°,–105.846836°,New Mexico
NM,35059,Union,4549,9903.45,18.468,9921.918,+36.488085°,–103.475723°,New Mexico
NM,35061,Valencia,76569,2761.38,5.489,2766.87,+34.716840°,–106.806582°,New Mexico
NY,36001,Albany,304204,1354.056,27.189,1381.246,+42.588271°,–73.974014°,New York
NY,36003,Allegany,48946,2665.895,13.154,2679.048,+42.247894°,–78.026176°,New York
NY,36005,Bronx [10],1385108,109.029,39.838,148.86700000000002,+40.848711°,–73.852939°,New York
NY,36007,Broome,200600,1827.9260000000002,25.249,1853.174,+42.161977°,–75.830291°,New York
NY,36009,Cattaraugus,80317,3388.612,36.610,3425.222,+42.244853°,–78.681006°,New York
NY,36011,Cayuga,80026,1791.19,445.708,2236.8979999999997,+43.008546°,–76.574587°,New York
NY,36013,Chautauqua,134905,2745.974,"1,139.483",3885.4570000000003,+42.304216°,–79.407595°,New York
NY,36015,Chemung,88830,1055.036,8.877,1063.913,+42.155281°,–76.747179°,New York
NY,36017,Chenango,50477,2314.28,13.161,2327.4410000000003,+42.489732°,–75.604905°,New York
NY,36019,Clinton,82128,2688.025,206.355,2894.381,+44.752710°,–73.705648°,New York
NY,36021,Columbia,63096,1643.879,35.121,1679.0,+42.247729°,–73.626805°,New York
NY,36023,Cortland,49336,1291.7830000000001,7.144,1298.927,+42.593824°,–76.076265°,New York
NY,36025,Delaware,47980,3735.903,64.766,3800.6679999999997,+42.193987°,–74.966728°,New York
NY,36027,Dutchess,297488,2060.672,76.969,2137.64,+41.755009°,–73.739951°,New York
NY,36029,Erie,919040,2700.563,476.974,3177.5370000000003,+42.752759°,–78.778192°,New York
NY,36031,Essex,39370,4647.03,315.978,4963.0070000000005,+44.108971°,–73.777573°,New York
NY,36033,Franklin,51599,4219.398,177.032,4396.43,+44.594374°,–74.310670°,New York
NY,36035,Fulton,55531,1283.259,96.893,1380.152,+43.115609°,–74.423678°,New York
NY,36037,Genesee,60079,1276.698,6.143,1282.84,+43.000910°,–78.192778°,New York
NY,36039,Greene,49221,1676.14,28.201,1704.3410000000001,+42.286951°,–74.149495°,New York
NY,36041,Hamilton,4836,4447.976,234.214,4682.19,+43.657879°,–74.502456°,New York
NY,36043,Herkimer,64519,3655.6890000000003,120.400,3776.09,+43.461635°,–74.894694°,New York
NY,36045,Jefferson,116229,3285.632,"1,524.549",4810.181,+43.995371°,–76.053522°,New York
NY,36047,Kings [10],2504700,183.412,67.603,251.015,+40.635133°,–73.950777°,New York
NY,36049,Lewis,27087,3301.4040000000005,39.581,3340.985,+43.786397°,–75.442617°,New York
NY,36051,Livingston,65393,1636.257,22.006,1658.263,+42.727485°,–77.769780°,New York
NY,36053,Madison,73442,1696.033,16.681,1712.715,+42.910026°,–75.663575°,New York
NY,36055,Monroe,744344,1702.154,"1,837.659",3539.813,+43.464475°,–77.664656°,New York
NY,36057,Montgomery,50219,1043.876,18.939,1062.815,+42.900891°,–74.435358°,New York
NY,36059,Nassau,1339532,737.4110000000001,436.461,1173.872,+40.729687°,–73.589384°,New York
NY,36061,New York [10],1585873,59.126000000000005,27.873,86.999,+40.776557°,–73.970174°,New York
NY,36063,Niagara,216469,1352.904,"1,598.827",2951.73,+43.456731°,–78.792143°,New York
NY,36065,Oneida,234878,3140.176,117.138,3257.3140000000003,+43.242727°,–75.434282°,New York
NY,36067,Onondaga,467026,2016.02,70.521,2086.541,+43.006530°,–76.196117°,New York
NY,36069,Ontario,107931,1668.122,47.814,1715.9360000000001,+42.856695°,–77.303277°,New York
NY,36071,Orange,372813,2102.257,69.822,2172.0789999999997,+41.402410°,–74.306252°,New York
NY,36073,Orleans,42883,1013.357,"1,103.756",2117.113,+43.502287°,–78.229726°,New York
NY,36075,Oswego,122109,2464.761,933.518,3398.2790000000005,+43.461443°,–76.209258°,New York
NY,36077,Otsego,62259,2594.3920000000003,36.394,2630.7859999999996,+42.629776°,–75.028841°,New York
NY,36079,Putnam,99710,596.504,41.283,637.7869999999999,+41.427904°,–73.743882°,New York
NY,36081,Queens [10],2230722,281.097,180.458,461.555,+40.658557°,–73.837929°,New York
NY,36083,Rensselaer,159429,1689.789,33.571,1723.361,+42.710421°,–73.513845°,New York
NY,36085,Richmond [10],468730,151.179,113.755,264.933,+40.563855°,–74.137063°,New York
NY,36087,Rockland,311687,449.49300000000005,66.800,516.293,+41.154785°,–74.024772°,New York
NY,36089,St. Lawrence,111944,6942.145,365.349,7307.494000000001,+44.488113°,–75.074311°,New York
NY,36091,Saratoga,219607,2097.849,87.603,2185.452,+43.106135°,–73.855387°,New York
NY,36093,Schenectady,154727,529.694,12.614,542.308,+42.817542°,–74.043583°,New York
NY,36095,Schoharie,32749,1610.504,11.677,1622.181,+42.591294°,–74.438172°,New York
NY,36097,Schuyler,18343,850.3789999999999,36.246,886.6260000000001,+42.419776°,–76.938604°,New York
NY,36099,Seneca,35251,838.393,172.839,1011.232,+42.782294°,–76.827088°,New York
NY,36101,Steuben,98990,3601.532,35.027,3636.559,+42.266725°,–77.385525°,New York
NY,36103,Suffolk,1493350,2362.201,"3,784.185",6146.3859999999995,+40.943554°,–72.692218°,New York
NY,36105,Sullivan,77547,2507.45,74.049,2581.5,+41.720176°,–74.764680°,New York
NY,36107,Tioga,51125,1343.172,11.080,1354.253,+42.178057°,–76.297450°,New York
NY,36109,Tompkins,101564,1229.3339999999998,43.795,1273.129,+42.453281°,–76.473712°,New York
NY,36111,Ulster,182493,2911.756,94.600,3006.355,+41.947232°,–74.265447°,New York
NY,36113,Warren,65707,2245.396,167.449,2412.845,+43.555105°,–73.838139°,New York
NY,36115,Washington,63216,2152.756,38.083,2190.839,+43.312377°,–73.439428°,New York
NY,36117,Wayne,93772,1563.9029999999998,"2,018.182",3582.085,+43.458758°,–77.063164°,New York
NY,36119,Westchester,949113,1114.982,179.999,1294.982,+41.152770°,–73.745912°,New York
NY,36121,Wyoming,42155,1535.2060000000001,9.171,1544.3770000000002,+42.701363°,–78.228567°,New York
NY,36123,Yates,25348,875.7860000000001,97.505,973.291,+42.638237°,–77.104324°,New York
NC,37001,Alamance,151131,1098.008,27.957,1125.965,+36.041974°,–79.399935°,North Carolina
NC,37003,Alexander,37198,673.3810000000001,9.470,682.8510000000001,+35.920951°,–81.177467°,North Carolina
NC,37005,Alleghany,11155,608.8009999999999,3.855,612.656,+36.489356°,–81.132299°,North Carolina
NC,37007,Anson,26948,1376.453,14.613,1391.066,+34.974996°,–80.109959°,North Carolina
NC,37009,Ashe,27281,1103.684,8.117,1111.8010000000002,+36.436305°,–81.498770°,North Carolina
NC,37011,Avery,17797,639.952,0.367,640.319,+36.072894°,–81.920363°,North Carolina
NC,37013,Beaufort,47759,2142.4179999999997,339.348,2481.766,+35.482313°,–76.842014°,North Carolina
NC,37015,Bertie,21282,1811.1,108.725,1919.826,+36.061330°,–76.962367°,North Carolina
NC,37017,Bladen,35190,2264.499,33.230,2297.729,+34.591949°,–78.539513°,North Carolina
NC,37019,Brunswick,107431,2193.65,525.381,2719.031,+34.038708°,–78.227688°,North Carolina
NC,37021,Buncombe,238318,1700.773,8.985,1709.757,+35.609371°,–82.530426°,North Carolina
NC,37023,Burke,90912,1313.381,20.658,1334.039,+35.746182°,–81.706180°,North Carolina
NC,37025,Cabarrus,178011,936.925,7.033,943.9580000000001,+35.387845°,–80.552868°,North Carolina
NC,37027,Caldwell,83029,1221.35,7.116,1228.465,+35.957857°,–81.530076°,North Carolina
NC,37029,Camden,9980,623.038,180.412,803.45,+36.342344°,–76.162488°,North Carolina
NC,37031,Carteret,66469,1311.185,"2,161.018",3472.204,+34.858313°,–76.526967°,North Carolina
NC,37033,Caswell,23719,1100.542,8.625,1109.167,+36.393097°,–79.332546°,North Carolina
NC,37035,Catawba,154358,1032.684,38.057,1070.741,+35.663182°,–81.214151°,North Carolina
NC,37037,Chatham,63505,1766.852,71.603,1838.455,+35.704994°,–79.251454°,North Carolina
NC,37039,Cherokee,27444,1179.547,29.263,1208.81,+35.136233°,–84.061308°,North Carolina
NC,37041,Chowan,14793,446.702,157.536,604.239,+36.127288°,–76.602070°,North Carolina
NC,37043,Clay,10587,556.201,15.224,571.425,+35.052997°,–83.752264°,North Carolina
NC,37045,Cleveland,98078,1202.4080000000001,10.356,1212.765,+35.334630°,–81.557115°,North Carolina
NC,37047,Columbus,58098,2427.578,42.338,2469.916,+34.260471°,–78.636378°,North Carolina
NC,37049,Craven,103505,1836.192,168.877,2005.068,+35.118179°,–77.082541°,North Carolina
NC,37051,Cumberland,319431,1689.4879999999998,15.675,1705.1629999999998,+35.050192°,–78.828719°,North Carolina
NC,37053,Currituck,23547,678.194,685.674,1363.868,+36.372174°,–75.941224°,North Carolina
NC,37055,Dare,33920,993.052,"3,053.970",4047.022,+35.606269°,–75.767536°,North Carolina
NC,37057,Davidson,162878,1431.421,37.149,1468.57,+35.795123°,–80.206525°,North Carolina
NC,37059,Davie,41240,684.029,7.727,691.7560000000001,+35.929356°,–80.542542°,North Carolina
NC,37061,Duplin,58505,2113.999,14.128,2128.127,+34.934403°,–77.933543°,North Carolina
NC,37063,Durham,267587,740.673,30.798,771.471,+36.036589°,–78.877919°,North Carolina
NC,37065,Edgecombe,56552,1308.815,3.402,1312.217,+35.917055°,–77.602655°,North Carolina
NC,37067,Forsyth,350670,1057.097,11.781,1068.878,+36.131667°,–80.257289°,North Carolina
NC,37069,Franklin,60619,1273.451,7.295,1280.746,+36.088241°,–78.283090°,North Carolina
NC,37071,Gaston,206086,922.1060000000001,20.913,943.02,+35.293344°,–81.177256°,North Carolina
NC,37073,Gates,12197,881.748,13.578,895.326,+36.442135°,–76.702355°,North Carolina
NC,37075,Graham,8861,756.482,24.828,781.31,+35.348111°,–83.830909°,North Carolina
NC,37077,Granville,59916,1376.759,12.766,1389.525,+36.299884°,–78.657634°,North Carolina
NC,37079,Greene,21362,688.7489999999999,1.222,689.971,+35.481933°,–77.681667°,North Carolina
NC,37081,Guilford,488406,1672.365,30.884,1703.2479999999998,+36.079065°,–79.788665°,North Carolina
NC,37083,Halifax,54691,1875.375,18.371,1893.746,+36.251438°,–77.644842°,North Carolina
NC,37085,Harnett,114678,1541.009,16.361,1557.37,+35.368635°,–78.871610°,North Carolina
NC,37087,Haywood,59036,1434.055,2.417,1436.4720000000002,+35.557097°,–82.972807°,North Carolina
NC,37089,Henderson,106740,966.242,5.602,971.8439999999999,+35.336424°,–82.479634°,North Carolina
NC,37091,Hertford,24669,914.422,18.892,933.313,+36.363517°,–76.981616°,North Carolina
NC,37093,Hoke,46952,1012.0219999999999,4.020,1016.0419999999999,+35.017233°,–79.241964°,North Carolina
NC,37095,Hyde,5810,1586.885,"2,101.324",3688.2090000000003,+35.408157°,–76.153687°,North Carolina
NC,37097,Iredell,159437,1486.221,59.749,1545.971,+35.806356°,–80.874545°,North Carolina
NC,37099,Jackson,40271,1271.049,9.816,1280.865,+35.286463°,–83.130641°,North Carolina
NC,37101,Johnston,168878,2049.455,10.891,2060.346,+35.513405°,–78.367267°,North Carolina
NC,37103,Jones,10153,1219.129,6.494,1225.622,+35.032160°,–77.356443°,North Carolina
NC,37105,Lee,57866,660.342,10.577,670.918,+35.476075°,–79.172220°,North Carolina
NC,37107,Lenoir,59495,1037.527,5.768,1043.296,+35.238062°,–77.639023°,North Carolina
NC,37109,Lincoln,78265,771.6560000000001,23.577,795.2330000000001,+35.487825°,–81.225176°,North Carolina
NC,37111,McDowell,44996,1141.1689999999999,13.957,1155.126,+35.682232°,–82.048029°,North Carolina
NC,37113,Macon,33922,1335.29,10.694,1345.985,+35.152959°,–83.421901°,North Carolina
NC,37115,Madison,20764,1164.38,4.837,1169.2160000000001,+35.864080°,–82.712731°,North Carolina
NC,37117,Martin,24505,1194.547,0.754,1195.302,+35.841059°,–77.112867°,North Carolina
NC,37119,Mecklenburg,919628,1356.746,57.153,1413.899,+35.246862°,–80.833832°,North Carolina
NC,37121,Mitchell,15579,573.488,1.714,575.202,+36.013102°,–82.163554°,North Carolina
NC,37123,Montgomery,27798,1273.652,25.989,1299.641,+35.338071°,–79.904196°,North Carolina
NC,37125,Moore,88247,1807.404,20.746,1828.151,+35.310163°,–79.480664°,North Carolina
NC,37127,Nash,95840,1399.646,6.118,1405.764,+35.965945°,–77.987555°,North Carolina
NC,37129,New Hanover,202667,496.07199999999995,353.971,850.043,+34.177466°,–77.871378°,North Carolina
NC,37131,Northampton,22099,1389.7579999999998,36.301,1426.059,+36.421774°,–77.398352°,North Carolina
NC,37133,Onslow,177772,1975.497,370.807,2346.304,+34.763460°,–77.503297°,North Carolina
NC,37135,Orange,133801,1030.7060000000001,8.986,1039.692,+36.062499°,–79.119355°,North Carolina
NC,37137,Pamlico,13144,871.627,596.248,1467.876,+35.147462°,–76.665069°,North Carolina
NC,37139,Pasquotank,40661,587.617,162.021,749.638,+36.265276°,–76.260355°,North Carolina
NC,37141,Pender,52217,2252.759,163.146,2415.904,+34.512581°,–77.888029°,North Carolina
NC,37143,Perquimans,13453,639.957,212.061,852.018,+36.178261°,–76.404269°,North Carolina
NC,37145,Person,39464,1016.1089999999999,30.450,1046.559,+36.386387°,–78.965471°,North Carolina
NC,37147,Pitt,168148,1688.606,7.382,1695.9879999999998,+35.591065°,–77.372404°,North Carolina
NC,37149,Polk,20510,615.871,1.932,617.803,+35.278928°,–82.167667°,North Carolina
NC,37151,Randolph,141752,2026.711,17.696,2044.4070000000002,+35.709915°,–79.806215°,North Carolina
NC,37153,Richmond,46639,1227.192,15.791,1242.982,+35.001957°,–79.747809°,North Carolina
NC,37155,Robeson,134168,2458.47,4.574,2463.045,+34.639210°,–79.100881°,North Carolina
NC,37157,Rockingham,93643,1464.77,18.530,1483.3,+36.380927°,–79.782889°,North Carolina
NC,37159,Rowan,138428,1324.451,31.990,1356.441,+35.639218°,–80.525344°,North Carolina
NC,37161,Rutherford,67810,1461.144,4.400,1465.5439999999999,+35.402747°,–81.919583°,North Carolina
NC,37163,Sampson,63431,2446.866,4.806,2451.6710000000003,+34.990575°,–78.371382°,North Carolina
NC,37165,Scotland,36157,825.804,3.832,829.635,+34.840023°,–79.477337°,North Carolina
NC,37167,Stanly,60585,1023.2669999999999,25.262,1048.529,+35.310523°,–80.254355°,North Carolina
NC,37169,Stokes,47401,1162.535,17.539,1180.0739999999998,+36.404195°,–80.239271°,North Carolina
NC,37171,Surry,73673,1378.3039999999999,10.716,1389.02,+36.415416°,–80.686463°,North Carolina
NC,37173,Swain,13981,1367.504,32.758,1400.263,+35.568849°,–83.465614°,North Carolina
NC,37175,Transylvania,33090,980.383,5.141,985.5239999999999,+35.210095°,–82.816696°,North Carolina
NC,37177,Tyrrell,4407,1007.595,531.423,1539.0179999999998,+35.870420°,–76.165345°,North Carolina
NC,37179,Union,201292,1635.63,20.736,1656.366,+34.991501°,–80.530131°,North Carolina
NC,37181,Vance,45422,656.607,42.223,698.83,+36.365481°,–78.405434°,North Carolina
NC,37183,Wake,900993,2163.206,57.247,2220.453,+35.789846°,–78.650624°,North Carolina
NC,37185,Warren,20972,1109.6960000000001,39.642,1149.338,+36.397979°,–78.099924°,North Carolina
NC,37187,Washington,13228,901.665,196.093,1097.758,+35.844589°,–76.572334°,North Carolina
NC,37189,Watauga,51079,809.5160000000001,2.322,811.8380000000001,+36.235371°,–81.709919°,North Carolina
NC,37191,Wayne,122623,1432.489,9.753,1442.241,+35.362741°,–78.004826°,North Carolina
NC,37193,Wilkes,69340,1953.5710000000001,6.843,1960.415,+36.209303°,–81.165354°,North Carolina
NC,37195,Wilson,81234,953.567,14.396,967.9630000000001,+35.704125°,–77.918982°,North Carolina
NC,37197,Yadkin,38406,867.204,6.932,874.1360000000001,+36.158765°,–80.665164°,North Carolina
NC,37199,Yancey,17818,809.623,1.459,811.082,+35.889504°,–82.303980°,North Carolina
ND,38001,Adams,2343,2557.922,2.834,2560.756,+46.096815°,–102.533198°,North Dakota
ND,38003,Barnes,11066,3863.107,56.594,3919.7,+46.942550°,–98.070195°,North Dakota
ND,38005,Benson,6660,3596.737,131.543,3728.28,+48.071738°,–99.361987°,North Dakota
ND,38007,Billings,783,2975.5159999999996,11.972,2987.488,+47.009283°,–103.364924°,North Dakota
ND,38009,Bottineau,6429,4321.19,74.919,4396.109,+48.794412°,–100.831257°,North Dakota
